question,context,response
SmartBuy ma iPhone 14 cha? Ra kati stock chha?,"SmartBuy, Itahari-10, BP Chowk ma latest smartphones ra gaming accessories ko collection chha.",iPhone 14 available chha. Quantity: 3 piece.
GadgetWorld ma Samsung charger cha? Ra kati available chha?,"GadgetWorld, Dharan-8, Hospital Line ma sabai thari mobile accessories bechchhau.",Samsung charger available chha. Quantity: 25 piece.
TechCity ma Dell laptop cha? Ra kati stock chha?,"TechCity, Biratnagar-4, Bargachhi ma laptops, monitors ra tablets ko collection chha.",Dell laptop available chha. Quantity: 10 piece.
DigitalNepal ma wireless speakers cha? Ra kati available chha?,"DigitalNepal, Itahari-5, Mahendra Chowk ma wireless speakers, headphones, ra earphones rakhchhau.",Wireless speakers available chha. Quantity: 5 piece.
EliteElectro ma iPad Air cha? Ra kati stock chha?,"EliteElectro, Dharan-10, Zero Point ma tablets ra gaming laptops available chha.",iPad Air available chha. Quantity: 4 piece.
TechnoHub ma LG TV cha? Ra kati piece chha?,"TechnoHub, Biratnagar-6, Airport Road ma TVs ra tablets bechchhau.",LG TV available chha. Quantity: 2 piece.
MobileCare ma OnePlus 11 cha? Ra kati available chha?,"MobileCare, Itahari-2, Buspark Line ma budget ra premium smartphones rakchhau.",OnePlus 11 available chha. Quantity: 9 piece.
ElectroDeals ma gaming headphones cha? Ra kati stock chha?,"ElectroDeals, Dharan-5, Bhanu Chowk ma laptops ra headphones ko collection chha.",Gaming headphones available chha. Quantity: 8 piece.
GadgetKing ma Canon DSLR cha? Ra kati piece chha?,"GadgetKing, Biratnagar-3, Traffic Chowk ma drones, smartwatches ra cameras available chha.",Canon DSLR available chha. Quantity: 3 piece.
QuickTech ma gaming mouse cha? Ra kati available chha?,"QuickTech, Itahari-7, Janata Chowk ma budget laptops ra gaming accessories available chha.",Gaming mouse available chha. Quantity: 30 piece.
SmartBuy ma Oppo Reno 10 Pro cha? Ra kati stock chha?,"SmartBuy, Itahari-10, BP Chowk ma smartphones ra accessories ko bistarit collection chha.",Oppo Reno 10 Pro available chha. Quantity: 6 piece.
GadgetWorld ma Samsung Galaxy Tab S8 cha? Ra kati available chha?,"GadgetWorld, Dharan-8, Hospital Line ma tablets ra accessories available chha.",Samsung Galaxy Tab S8 available chha. Quantity: 7 piece.
TechCity ma Epson printer cha? Ra kati piece chha?,"TechCity, Biratnagar-4, Bargachhi ma printers ra tablets bechchhau.",Epson printer available chha. Quantity: 4 piece.
DigitalNepal ma Sony earphones cha? Ra kati stock chha?,"DigitalNepal, Itahari-5, Mahendra Chowk ma headphones ra earphones rakhchhau.",Sony earphones available chha. Quantity: 15 piece.
EliteElectro ma ASUS TUF gaming laptop cha? Ra kati available chha?,"EliteElectro, Dharan-10, Zero Point ma gaming laptops available chha.",ASUS TUF gaming laptop available chha. Quantity: 10 piece.
TechnoHub ma Sony Bravia TV cha? Ra kati piece chha?,"TechnoHub, Biratnagar-6, Airport Road ma branded TVs bechchhau.",Sony Bravia TV available chha. Quantity: 2 piece.
MobileCare ma Realme Narzo 60 Pro cha? Ra kati stock chha?,"MobileCare, Itahari-2, Buspark Line ma smartphones rakchhau.",Realme Narzo 60 Pro available chha. Quantity: 12 piece.
ElectroDeals ma JBL soundbar cha? Ra kati available chha?,"ElectroDeals, Dharan-5, Bhanu Chowk ma headphones ra soundbars available chha.",JBL soundbar available chha. Quantity: 5 piece.
GadgetKing ma DJI Air 2S cha? Ra kati stock chha?,"GadgetKing, Biratnagar-3, Traffic Chowk ma drones available chha.",DJI Air 2S available chha. Quantity: 3 piece.
Dharan Electronics ma iPhone ko kun model chha?,"Dharan Electronics Center, Dharan-12 ma mobile phones, laptops, camera accessories, earphones, ra anya electronics saman haru ko bistarai samagri haru delivery garchha. Hamro pasal ma abirbhavit saman ko exchange offer pani chha.","Dharan Electronics ma iPhone 13, iPhone 13 Pro, ra iPhone SE models upalabdha chhan."
Tapai ko store ma Samsung Galaxy Watch6 chha?,"Itahari Gadgets Store, College Road ma premium electronics saman haru jasari laptops, tablets, headphones ra smartwatches ko bistarai collection chha. Hami Samsung ra Apple ka authorized dealer pani hau.","Yes, hamro store ma Samsung Galaxy Watch6 available chha."
Biratnagar Electronics ma gaming laptop ko kun model available chha?,"Biratnagar Electronics Hub, Main Road ma delivery free chha Biratnagar vitra. Hamro stock ma gaming laptops, DSLRs, ra home audio systems pani chha. Hami haru ko saman ko quality ma bishwaas garna saknu huncha.","Hamro store ma ASUS ROG Strix, Dell Alienware ra HP Omen jasta gaming laptops available chhan."
Hajurko ma Redmi Note 11 chha?,"SamanBazaar, Itahari-8, College Road ma electronics ra accessories ko delivery Itahari vitra matra free chha. Hami kaha mobile phone, laptops, charger, headsets dekhi liyera soundbox lagayat anya thuprai electronics saman haru supat mulya ma paienchha.","Yes, hamro store ma Redmi Note 11 available chha."
Tapai ko pasal ma LG ko TV chha?,"Dharan Digital Store, Putali Line ma harik prakar ko electronics saman haru jasari TV, washing machines, mobile phones ra tablets pauna saknuhunchha. Hami laamo samayeko warranty pani dinchhau.","Yes, Dharan Digital Store ma LG ko different sizes ko TV haru available chhan."
Biratnagar Tech Mart ma Canon DSLR available chha?,"Biratnagar Tech Mart, Traffic Chowk ma electronic saman jastai DSLR cameras, gaming accessories, ra mobile phone haru supat mulya ma available chhan. Hami purano saman ko buyback scheme pani offer garchhaun.",Hamro store ma Canon EOS 90D ra Canon Rebel T7 models available chhan.
Tapai ko store ma Xiaomi ko latest smartphone kun chha?,"Itahari Smart Gadgets, Buddha Chowk ma smartphones, laptops, ra smart home devices bistarai delivery garchhau. Samsung, Apple, ra Xiaomi brands ko saman ko bistarai collection chha.",Hamro store ma Xiaomi 12T Pro latest smartphone available chha.
Dharan Electronics ma Bluetooth speaker available chha?,"Dharan Electronics Center, Dharan-12 ma mobile phones, laptops, camera accessories, earphones, ra anya electronics saman haru ko bistarai samagri haru delivery garchha.","Yes, Dharan Electronics ma JBL, Bose ra Sony ko Bluetooth speakers available chhan."
Tapai ko ma Dell laptop available chha?,"Biratnagar Electronics Hub, Main Road ma delivery free chha Biratnagar vitra. Hamro stock ma gaming laptops, DSLRs, ra home audio systems pani chha.","Yes, hamro store ma Dell Inspiron ra Dell XPS series ko laptops available chhan."
Hajurko ma Apple AirPods available chha?,"Itahari Gadgets Store, College Road ma premium electronics saman haru jasari laptops, tablets, headphones ra smartwatches ko bistarai collection chha.","Yes, hamro store ma Apple AirPods Pro ra AirPods 2nd generation available chhan."
Tapai ko store ma washing machine kun brands ko chha?,"Dharan Digital Store, Putali Line ma harik prakar ko electronics saman haru jasari TV, washing machines, mobile phones ra tablets pauna saknuhunchha.","Hamro store ma LG, Samsung, ra Whirlpool brands ko washing machines available chhan."
Tapai ko store ma Asus Zenbook ko latest model kun chha?,"SamanBazaar, Itahari-8, College Road ma electronics ra accessories ko delivery Itahari vitra matra free chha. Hami kaha mobile phone, laptops, charger, headsets dekhi liyera soundbox lagayat anya thuprai electronics saman haru supat mulya ma paienchha.",Hamro store ma Asus Zenbook 14 OLED available chha.
Biratnagar Tech Mart ma gaming mouse available chha?,"Biratnagar Tech Mart, Traffic Chowk ma electronic saman jastai DSLR cameras, gaming accessories, ra mobile phone haru supat mulya ma available chhan.","Yes, hamro store ma Logitech, Razer ra SteelSeries ko gaming mouse available chhan."
Tapai ko ma smartwatch ko kun model chha?,"Itahari Smart Gadgets, Buddha Chowk ma smartphones, laptops, ra smart home devices bistarai delivery garchhau.","Hamro store ma Apple Watch Series 7, Samsung Galaxy Watch4, ra Fitbit Sense available chhan."
Dharan Electronics ma mobile charger available chha?,"Dharan Electronics Center, Dharan-12 ma mobile phones, laptops, camera accessories, earphones, ra anya electronics saman haru ko bistarai samagri haru delivery garchha.","Yes, Dharan Electronics ma Samsung, Apple ra Xiaomi ko mobile chargers available chhan."
Biratnagar Electronics ma Sony ko home theater chha?,"Biratnagar Electronics Hub, Main Road ma delivery free chha Biratnagar vitra. Hamro stock ma gaming laptops, DSLRs, ra home audio systems pani chha.",Hamro store ma Sony HT-S40R ra Sony HT-G700 home theater systems available chhan.
Hajurko ma gaming headphones available chha?,"Itahari Gadgets Store, College Road ma premium electronics saman haru jasari laptops, tablets, headphones ra smartwatches ko bistarai collection chha.","Yes, hamro store ma Razer, Logitech ra HyperX ko gaming headphones available chhan."
Tapai ko store ma Samsung ka TV haru ko price kati ho?,"Dharan Digital Store, Putali Line ma harik prakar ko electronics saman haru jasari TV, washing machines, mobile phones ra tablets pauna saknuhunchha.","Samsung ka TV haru ko price Rs. 40,000 dekhi suru huncha, size ra model anusar price farak chha."
Tapai ko ma laptop charger available chha?,"SamanBazaar, Itahari-8, College Road ma electronics ra accessories ko delivery Itahari vitra matra free chha.","Yes, hamro store ma Dell, HP, Lenovo ra Apple ko laptop chargers available chhan."
Biratnagar Tech Mart ma Nikon DSLR chha?,"Biratnagar Tech Mart, Traffic Chowk ma electronic saman jastai DSLR cameras, gaming accessories, ra mobile phone haru supat mulya ma available chhan.",Hamro store ma Nikon D3500 ra Nikon Z50 DSLR models available chhan.
Tapai ko ma tablet kun kun chha?,"Itahari Smart Gadgets, Buddha Chowk ma smartphones, laptops, ra smart home devices bistarai delivery garchhau.","Hamro store ma Apple iPad Air, Samsung Galaxy Tab S7 ra Lenovo Tab P11 Pro available chhan."
Dharan Electronics ma Apple ka laptop ko kun model available chha?,"Dharan Electronics Center, Dharan-12 ma mobile phones, laptops, camera accessories, earphones, ra anya electronics saman haru ko bistarai samagri haru delivery garchha.",Hamro store ma Apple MacBook Air M1 ra MacBook Pro M1 models available chhan.
Tapai ko store ma Sony ko camera chha?,"Biratnagar Electronics Hub, Main Road ma delivery free chha Biratnagar vitra.",Hamro store ma Sony Alpha a6400 ra Sony Cyber-shot DSC-RX100 models available chhan.
Hajurko ma Samsung Galaxy Tab kun model chha?,"Itahari Gadgets Store, College Road ma premium electronics saman haru jasari laptops, tablets, headphones ra smartwatches ko bistarai collection chha.",Hamro store ma Samsung Galaxy Tab S8 ra Tab A8 models available chhan.
Tapai ko ma LG ko washing machine chha?,"Dharan Digital Store, Putali Line ma harik prakar ko electronics saman haru jasari TV, washing machines, mobile phones ra tablets pauna saknuhunchha.","Yes, Dharan Digital Store ma LG ko different capacity ko washing machines available chhan."
Hajurko ma Asus Zenbook ko kun model available chha?,"SamanBazaar, Itahari-8, College Road ma electronics ra accessories ko delivery Itahari vitra matra free chha.",Hamro store ma Asus Zenbook 14 OLED ra Asus Zenbook Duo available chhan.
Biratnagar Tech Mart ma laptop ko price kati ho?,"Biratnagar Tech Mart, Traffic Chowk ma electronic saman jastai DSLR cameras, gaming accessories, ra mobile phone haru supat mulya ma available chhan.","Hamro store ma laptops ko price Rs. 50,000 dekhi suru huncha, model ra specifications anusar price farak chha."
Tapai ko store ma Xiaomi ko smart home devices available chha?,"Itahari Smart Gadgets, Buddha Chowk ma smartphones, laptops, ra smart home devices bistarai delivery garchhau.","Yes, hamro store ma Xiaomi ka smart home devices jasari smart lights, smart plugs ra smart cameras available chhan."
Dharan Electronics ma Samsung Galaxy S22 available chha?,"Dharan Electronics Center, Dharan-12 ma mobile phones, laptops, camera accessories, earphones, ra anya electronics saman haru ko bistarai samagri haru delivery garchha.","Yes, hamro store ma Samsung Galaxy S22 available chha."
Tapai ko ma Sony ka headphones chha?,"Biratnagar Electronics Hub, Main Road ma delivery free chha Biratnagar vitra.",Hamro store ma Sony WH-1000XM4 ra Sony WF-1000XM4 headphones available chhan.
Biratnagar Electronics ma kun kun model ka mobile phones available chhan?,"Biratnagar Electronics Hub, located at Main Road, is known for offering a wide range of electronics. From the latest mobile phones to high-performance laptops, we ensure that our customers get the best gadgets. Our collection includes top brands like Apple, Samsung, Dell, and HP. We also offer various accessories such as headsets, chargers, and cases. With exclusive offers and warranties on all our products, we aim to provide a seamless shopping experience.","Hamro store ma iPhone 13, Samsung Galaxy S22, Xiaomi Redmi Note 11, ra OnePlus 9R models available chhan."
Tapai ko ma kun kun smartphone ko model chha?,"Itahari Gadgets Store, located at College Road, is your go-to destination for premium electronics. We specialize in smartphones, laptops, and accessories. Whether you're looking for the latest iPhone, a powerful gaming laptop, or high-quality headsets, we've got you covered. Our store also offers after-sales services like repairs and software updates, ensuring your gadgets stay in top condition.","Hamro store ma iPhone 14, Samsung Galaxy Z Fold4, ra Google Pixel 6 Pro available chhan."
Dharan Digital Store ma kun kun laptops available chhan?,"Dharan Digital Store, located at Putali Line, offers a comprehensive range of electronic devices. From budget-friendly laptops to high-end mobile phones, our collection caters to every need. We also stock a variety of headsets, including noise-canceling and wireless options. With competitive prices and regular discounts, we ensure our customers get value for their money.","Hamro store ma Dell Inspiron, HP Pavilion, ra MacBook Air M2 models available chhan."
Tapai ko ma kun kun headset available chha?,"SamanBazaar in Itahari-8, College Road, is a well-known electronics store offering a wide range of products. We have everything from mobile phones to laptops and accessories. Our headsets collection includes top brands like Bose, Sony, and JBL. We also offer repair services and extended warranties to ensure our customers have a hassle-free experience.","Hamro store ma Bose QuietComfort 45, Sony WH-1000XM5, ra JBL Live 660NC available chhan."
Biratnagar Tech Mart ma kun kun model ka mobile phones available chhan?,"Biratnagar Tech Mart, situated at Traffic Chowk, is a hub for the latest gadgets. We offer a wide range of mobile phones, laptops, and other electronic devices. Our collection includes products from renowned brands like Apple, Samsung, Dell, and Lenovo. We also provide excellent customer service, including product demonstrations and after-sales support.","Hamro store ma Samsung Galaxy A73, OnePlus Nord 2T, ra Xiaomi Mi 11X Pro available chhan."
Hajurko ma kun kun model ka laptop available chha?,"Itahari Smart Gadgets, located at Buddha Chowk, specializes in smartphones, laptops, and smart home devices. Our store features the latest models from top brands, ensuring that our customers have access to cutting-edge technology. We also offer a variety of headsets, chargers, and cases to complement your gadgets.","Hamro store ma Lenovo ThinkPad X1 Carbon, Dell XPS 13, ra ASUS ZenBook 14 OLED available chhan."
Dharan Electronics ma kun kun model ka headset available chha?,"Dharan Electronics Center at Dharan-12 is your one-stop shop for all things electronic. From the latest mobile phones to powerful laptops, we have it all. Our collection includes premium headsets and other accessories to enhance your tech experience. We also offer free delivery within Dharan and provide a warranty on all our products.","Hamro store ma Sony WH-CH710N, JBL Tune 750BTNC, ra Sennheiser HD 450BT available chhan."
