category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He spent the afternoon assembling his new gaming PC, excited to test its performance on his favorite games.","Usle naya gaming PC assemble garna pura diuso lagayo, afno manparcha game ma performance test garna khusi bhaera."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,He couldnâ€™t believe how quickly the new software update improved his computerâ€™s performance.,Usle biswas garna sakena ki naya software update le usko computer ko performance kati chhito improve garayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The social media influencer posted a series of photos showcasing her latest fashion line, attracting a lot of attention.",Social media influencer le afno naya fashion line ko photos post garera dherai dhyan akarsit garayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,They planned a weekend getaway using an app that helped them find affordable hotels and activities.,"Uniharu le weekend getaway plan garyo, ek app use garera jasma uniharu affordable hotel ra activity haru khojcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She watched a tutorial on YouTube to learn how to use the new video editing software.,Usle YouTube ma tutorial herera naya video editing software kasari use garne ho bhanera sika.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The startup launched an online platform for freelancers to connect with clients and find new projects.,Startup le freelancers haru lai clients sanga connect garne ra naya projects khojne online platform launch garayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He joined a virtual fitness class to work out at home, following along with the instructor on his tablet.","Usle ghar ma kaam garna virtual fitness class join garyo, tablet ma instructor ko pichhadi herda."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,They ordered dinner online and tracked the delivery in real-time using a tracking app on their phones.,Uniharu le online dinner order garyo ra tracking app use garera phone ma delivery ko status herda.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The company introduced a new feature on its website, allowing users to customize their profiles with different themes.","Company le afno website ma naya feature introduce garayo, jasma users haru lai afno profile customize garne option diyeko thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She attended a virtual conference on digital marketing, listening to experts discuss the latest trends.","Usle digital marketing ma virtual conference attend garera, experts haru le latest trends ko barema kura garne sune."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The new electric bike had impressive features, like a built-in GPS and a long-lasting battery, making commuting much easier.","Naya electric bike ma impressive features thiyo, jasle built-in GPS ra lamo samaya chalne battery dekhayeko thiyo, commuting sajilo banayo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,She downloaded a fitness app to track her workouts and set goals for improving her health.,Usle fitness app download garera afno workouts track garna ra health improve garna goals set garayo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"The developer worked late into the night, debugging the code for the new mobile app launch.","Developer raat bhar kaam garera, naya mobile app launch ko lagi code debug gariraheko thiyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"They ordered groceries online, choosing from a wide variety of fresh produce and packaged goods.","Uniharu le online grocery order garera, taja phal, sabji ra packaged goods haru chhanyo."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He was excited to try the new virtual reality game, hoping it would immerse him in an entirely different world.","Usle naya virtual reality game try garne kura garera khusi bhaeko thiyo, uslai pura nai arko duniya ma lagdai."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"She customized her smartphone with unique wallpapers and widgets, giving it a personal touch.",Usle afno smartphone lai aneka wallpapers ra widgets haru le customize garera afno personal touch diyeko thiyo.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The online marketplace saw a surge in sales as people started buying products for the upcoming holiday season.,"Online marketplace ma sales ma badhat aayo, jaba manche haru aune holiday season ko lagi products kinna suru gare."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,The tech company launched a new smartwatch that could monitor health metrics and sync with your phone.,"Tech company le naya smartwatch launch garayo, jasle health metrics monitor garna ra phone sanga sync garna sakcha."
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from English language to Roman Nepali Language language.
",,"He followed the tutorial to build a website from scratch, learning how to code along the way.","Usle tutorial herera website banayo, code kasari garne sikda sika garera."
