category,context,question,response
open_qa,,Virtual reality le kasari entertainment lai change garyo?,"Virtual reality le entertainment lai immersive experiences, interactive storytelling, ra new gaming possibilities bata change garyo."
open_qa,,World ko sabai bhanda popular coffee brand kun ho ra kina?,"World ko sabai bhanda popular coffee brand Starbucks ho, kina bhane yo global presence, premium quality, ra cozy atmosphere bhayeko chha."
open_qa,,Renewable energy sources ko example ke ho?,"Renewable energy sources ko example ma solar energy, wind energy, hydroelectric power, ra geothermal energy parcha."
open_qa,,World ko sabai bhanda popular streaming platform kun ho ra kina?,"World ko sabai bhanda popular streaming platform Netflix ho, kina bhane yo vast content library, original productions, ra user-friendly interface bhayeko chha."
open_qa,,Electric vehicles le kasari environment lai help garchha?,"Electric vehicles le environment lai zero emissions, reduced air pollution, ra fossil fuel dependency kam garna madat garchha."
open_qa,,World ko sabai bhanda popular music artist ko naam k ho ra kina?,"World ko sabai bhanda popular music artist ma Taylor Swift, BTS, ra Drake parchan, kina bhane uniharuko music catchy, relatable, ra global fan base bhayeko chha."
open_qa,,Space ma janmeko pahila manche ko naam k ho?,"Space ma janmeko pahila manche ko naam Neil Armstrong ho, jo 1969 ma Moon ma puge."
open_qa,,World ko sabai bhanda popular anime kun ho ra kina?,"World ko sabai bhanda popular anime 'Naruto' ho, kina bhane yo engaging story, unique characters, ra worldwide fan base bhayeko chha."
open_qa,,Online shopping le kasari consumer behavior lai change garyo?,"Online shopping le consumer behavior lai convenience, price comparison, ra doorstep delivery bata change garyo."
open_qa,,World ko sabai bhanda popular landmark kun ho ra kina?,"World ko sabai bhanda popular landmark Eiffel Tower ho, kina bhane yo iconic design, historical significance, ra Paris ko symbol bhayeko chha."
open_qa,,Electric vehicles ko disadvantage ke ho?,"Electric vehicles ko disadvantage ma high initial cost, limited charging stations, ra long charging time parcha."
open_qa,,World ko sabai bhanda popular festival kun ho ra kina?,"World ko sabai bhanda popular festival Diwali ho, kina bhane yo lights, celebrations, ra cultural significance bhayeko chha."
open_qa,,Space exploration ko importance ke ho?,"Space exploration ko importance scientific discovery, technological advancement, ra future colonization possibilities ma parcha."
open_qa,,World ko sabai bhanda popular cartoon character kun ho ra kina?,"World ko sabai bhanda popular cartoon character Mickey Mouse ho, kina bhane yo iconic design, Disney ko symbol, ra worldwide recognition bhayeko chha."
open_qa,,Online learning le kasari education lai change garyo?,"Online learning le education lai accessible, flexible, ra technology-driven banayo."
open_qa,,World ko sabai bhanda popular superhero kun ho ra kina?,"World ko sabai bhanda popular superhero Spider-Man ho, kina bhane yo relatable character, unique powers, ra global fan base bhayeko chha."
open_qa,,Electric vehicles ko future kasto dekhincha?,"Electric vehicles ko future bright dekhincha, kina bhane technology advancement, environmental awareness, ra government support bhayeko chha."
open_qa,,Artificial Intelligence bhaneko ke ho?,Artificial Intelligence (AI) bhaneko computer science ko euta branch ho jasma machines lai human jastai sochne ra sikhne banaiyeko huncha.
open_qa,,FIFA World Cup kun desh le sabai bhanda badhi jiteko cha?,Brazil le FIFA World Cup sabai bhanda badhi 5 patak jiteko cha.
open_qa,,Diabetes rokne upaya haru ke ke hun?,"Diabetes rokne upaya haru ma regular exercise, balanced diet, ra healthy lifestyle maintain garnu parcha."
open_qa,,Stress lai kasari manage garna sakincha?,"Stress lai manage garna meditation, exercise, ra proper time management jasto upaya haru apnau parcha."
open_qa,,Civil Engineering ko main kam ke ho?,"Civil Engineering ko main kam infrastructure jasto ki building, bridge, road haru design ra nirman garna ho."
open_qa,,Nepal ma kati prakar ko fasl haru ughairako cha?,"Nepal ma dhan, makai, gahu, dalhan, tori, ra aru dherai prakar ko fasl haru ughairako cha."
open_qa,,Nepal ko GDP growth rate kati cha?,"Nepal ko GDP growth rate halka fluctuative huncha, tara aile samma ko data anusar 4% ko around ma cha."
open_qa,,Sustainable development bhaneko ke ho?,Sustainable development bhaneko yo ho ki aaja ko generation ko lagi development gareko kaam le bholi ko generation ko lagi problem nabanaos.
open_qa,,Solar energy bhaneko ke ho?,"Solar energy bhaneko surya ko energy ho, jasalai solar panels ko madhyam bat electricity ma convert garna sakincha."
open_qa,,Cristiano Ronaldo le kati ota Ballon d'Or jeeteka chan?,Cristiano Ronaldo le 5 ota Ballon d'Or jeeteka chan.
open_qa,,Blood pressure lai control garna ke garnu parcha?,"Blood pressure lai control garna namak kam khane, regular exercise garne, ra stress manage garne garnu parcha."
open_qa,,Depression ko lakshan haru ke ke hun?,"Depression ko lakshan haru ma sadness, nidra naaune, motivation ko kami, ra jindagi ma interest naaune jasto kura haru parcha."
open_qa,,Computer engineering ko scope Nepal ma kasto cha?,"Computer engineering ko scope Nepal ma dherai ramro cha, yo field ma job ra freelancing ko dherai opportunity chan."
open_qa,,Organic farming bhaneko ke ho?,Organic farming bhaneko chemical fertilizers ra pesticides bina natural tarika le farming garne ho.
open_qa,,Nepal ko currency ko naam ke ho?,Nepal ko currency ko naam Nepali Rupee ho.
open_qa,,Climate change le agriculture lai kasari affect garcha?,"Climate change le agriculture lai temperature badhne, rainfall pattern change hune, ra natural disaster haru badhne bhayera affect garcha."
open_qa,,Internet of Things (IoT) bhaneko ke ho?,Internet of Things (IoT) bhaneko physical devices haru lai internet ko madhyam bat connect garera data exchange garne system ho.
open_qa,,Nepal ko national game ke ho?,Nepal ko national game volleyball ho.
open_qa,,Diabetes ko lakshan haru ke ke hun?,"Diabetes ko lakshan haru ma pyaas badhne, frequent urination, ra weight loss jasto kura haru parcha."
open_qa,,Anxiety disorder bhaneko ke ho?,Anxiety disorder bhaneko euta mental health condition ho jasma manche lai excessive worry ra fear huncha.
open_qa,,Hydropower ko faida haru ke ke hun?,"Hydropower ko faida haru ma pollution naaune, renewable energy source, ra long-term cost effective hune jasto kura haru parcha."
open_qa,,Nepal ma kati ota jilla chan?,Nepal ma 77 ota jilla chan.
open_qa,,Global warming bhaneko ke ho?,"Global warming bhaneko dharti ko temperature badhne process ho, jasko karan greenhouse gases ko badhdo chanchal ho."
open_qa,,Nepal ko sabai bhanda lambo highway kun ho?,"Nepal ko sabai bhanda lambo highway Mahendra Highway ho, jasko length 1,024 kilometers cha."
open_qa,,Mental health lai improve garna ke garnu parcha?,"Mental health lai improve garna regular exercise, proper sleep, ra positive thinking garnu parcha."
open_qa,,Nepal ko sabai bhanda agadi ko hydro power project kun ho?,"Nepal ko sabai bhanda agadi ko hydro power project Pharping Hydro Power Project ho, jasko capacity 500 kW cha."
open_qa,,Tourism le Nepal ko economy lai kasari help garcha?,"Tourism le Nepal ko economy lai foreign currency earn garera, employment generate garera, ra local business lai promote garera help garcha."
open_qa,,NASA le Mars ma ke khojirako cha?,NASA le Mars ma pani ko khoj ra life ko possibility khojirako cha.
open_qa,,Nepal ko sabai bhanda popular festival kun ho?,Nepal ko sabai bhanda popular festival Dashain ho.
open_qa,,Vaccine bhaneko ke ho?,Vaccine bhaneko euta biological preparation ho jasto ki body lai disease ko against ma immune bancha.
open_qa,,Nepal ko sabai bhanda umer badhi ko jilla kun ho?,Nepal ko sabai bhanda umer badhi ko jilla Dolpa ho.
open_qa,,Blockchain technology bhaneko ke ho?,Blockchain technology bhaneko euta decentralized digital ledger ho jasma data lai secure ra transparent tarika le store garcha.
open_qa,,Nepal ko sabai bhanda badhi population bhayeko jilla kun ho?,Nepal ko sabai bhanda badhi population bhayeko jilla Kathmandu ho.
open_qa,,Heart attack ko lakshan haru ke ke hun?,"Heart attack ko lakshan haru ma chest pain, breathing problem, ra sweating jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi altitude bhayeko jilla kun ho?,Nepal ko sabai bhanda badhi altitude bhayeko jilla Solukhumbu ho.
open_qa,,Quantum computing bhaneko ke ho?,Quantum computing bhaneko euta advanced computing technology ho jasma quantum bits (qubits) ko use garera complex calculations garna sakincha.
open_qa,,Nepal ko sabai bhanda badhi rainfall bhayeko thau kun ho?,"Nepal ko sabai bhanda badhi rainfall bhayeko thau Lumle, Kaski ho."
open_qa,,Malaria ko lakshan haru ke ke hun?,"Malaria ko lakshan haru ma fever, chills, ra headache jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko manche ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko manche ko naam Chandra Bahadur Dangi ho.
open_qa,,5G technology bhaneko ke ho?,5G technology bhaneko euta advanced wireless technology ho jasma faster internet speed ra better connectivity provide garcha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko manche ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko manche ko naam Ramjit Raghav ho.
open_qa,,Cholesterol lai control garna ke garnu parcha?,"Cholesterol lai control garna healthy diet, regular exercise, ra smoking chodnu parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko mahila ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko mahila ko naam Durga Kami ho.
open_qa,,Artificial Intelligence le ke ke garna sakcha?,"Artificial Intelligence le data analysis, automation, ra decision-making jasto kura haru garna sakcha."
open_qa,,Nepal ko sabai bhanda badhi umer kam ko mahila ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko mahila ko naam Laxmi Sharma ho.
open_qa,,COVID-19 ko vaccine ko naam ke ke chan?,"COVID-19 ko vaccine ko naam AstraZeneca, Pfizer, ra Moderna chan."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko kukur ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko kukur ko naam Bhote Kukur ho.
open_qa,,Robotics bhaneko ke ho?,Robotics bhaneko euta engineering ko branch ho jasma robots haru design ra construct gariyeko huncha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko kukur ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko kukur ko naam Chihuahua ho.
open_qa,,Cancer ko lakshan haru ke ke hun?,"Cancer ko lakshan haru ma weight loss, fatigue, ra lumps jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko bagh ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko bagh ko naam Royal Bengal Tiger ho.
open_qa,,Machine learning bhaneko ke ho?,Machine learning bhaneko euta AI ko branch ho jasma machines lai data ko adhar ma sikhne banaiyeko huncha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko bagh ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko bagh ko naam Snow Leopard ho.
open_qa,,Diabetes ko lakshan haru ke ke hun?,"Diabetes ko lakshan haru ma pyaas badhne, frequent urination, ra weight loss jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko machha ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko machha ko naam Golden Mahseer ho.
open_qa,,Big data bhaneko ke ho?,Big data bhaneko euta large volume of data ho jasto ki traditional methods le process garna sakdaina.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko machha ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko machha ko naam Rainbow Trout ho.
open_qa,,Hypertension ko lakshan haru ke ke hun?,"Hypertension ko lakshan haru ma headache, dizziness, ra blurred vision jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko chara ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko chara ko naam Spiny Babbler ho.
open_qa,,Cloud computing bhaneko ke ho?,Cloud computing bhaneko euta technology ho jasma data ra applications lai internet ko madhyam bat access garna sakincha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko chara ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko chara ko naam Himalayan Monal ho.
open_qa,,Asthma ko lakshan haru ke ke hun?,"Asthma ko lakshan haru ma breathing problem, coughing, ra chest tightness jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko phool ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko phool ko naam Rhododendron ho.
open_qa,,Cybersecurity bhaneko ke ho?,Cybersecurity bhaneko euta practice ho jasma computer systems ra networks lai cyber attacks bata protect gariyeko huncha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko phool ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko phool ko naam Marigold ho.
open_qa,,Arthritis ko lakshan haru ke ke hun?,"Arthritis ko lakshan haru ma joint pain, swelling, ra stiffness jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko rukh ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko rukh ko naam Peepal ho.
open_qa,,Virtual reality bhaneko ke ho?,Virtual reality bhaneko euta technology ho jasma computer-generated environment create garera user lai immerse garna sakincha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko rukh ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko rukh ko naam Bamboo ho.
open_qa,,Osteoporosis ko lakshan haru ke ke hun?,"Osteoporosis ko lakshan haru ma bone pain, fractures, ra height loss jasto kura haru parcha."
open_qa,,Nepal ko sabai bhanda badhi umer badhi ko dhunga ko naam ke ho?,Nepal ko sabai bhanda badhi umer badhi ko dhunga ko naam Ganesh Himal ho.
open_qa,,Augmented reality bhaneko ke ho?,Augmented reality bhaneko euta technology ho jasma real-world environment ma digital elements add gariyeko huncha.
open_qa,,Nepal ko sabai bhanda badhi umer kam ko dhunga ko naam ke ho?,Nepal ko sabai bhanda badhi umer kam ko dhunga ko naam Shivapuri ho.
open_qa,,Migraine ko lakshan haru ke ke hun?,"Migraine ko lakshan haru ma severe headache, nausea, ra light sensitivity jasto kura haru parcha."
open_qa,,Nepal ma parba haru kina dherai maninchha?,"Nepal ma parba haru dherai maninchha kinaki yaha dherai jaati ra jatigat samudaya chan. Haru parba le uniharuko sanskriti, parampara, ra itihas lai samjhunchha. Dashain, Tihar, Chhath, Teej jasto parbaharu le mancheharu lai ekata ma lyunchha ra sanskritik gaurava jahana dinchha."
open_qa,,Nepali sanskriti ma ghar ko mahatwa ke chha?,"Nepali sanskriti ma ghar ko mahatwa dherai chha. Ghar lai paribar ko kendra manaunchha ra yaha bata sanskar, sabhyata, ra parampara sikinchha. Ghar le mancheharu laai suraksha, pyar, ra samman ko bhawna dinchha."
open_qa,,Technology le Nepal ko vikas ma kasto sahayog diyeko chha?,"Technology le Nepal ko vikas ma dherai sahayog diyeko chha. Internet ra mobile technology le mancheharu lai gyan ra samachar pugai diyeko chha. E-governance, online banking, ra e-commerce le Nepal ko arthik vyavastha lai dherai faida pugayeko chha."
open_qa,,Artificial Intelligence le hamro jindagi ma kasto prabhav parnechha?,"Artificial Intelligence (AI) le hamro jindagi ma dherai prabhav parnechha. AI le swasthya, shiksha, ra udyog kshetra ma dherai sahayog garna sakchha. Tara yasle kehi rojgar haru hatauna sakchha bhanne chinta pani chha."
open_qa,,Nepal ko shiksha vyavastha ma k kura sudharna parchha?,"Nepal ko shiksha vyavastha ma dherai kura sudharna parchha. Shiksha ko quality, shikshak haru ko training, ra infrastructure lai sudharna parchha. Sathai, gareeb ra samanata ko adhar ma shiksha pugai garnu pani avashyak chha."
open_qa,,Online shiksha ko faida ra haani ke ke hun?,"Online shiksha ko faida ma mancheharu le ghar batai shikna sakchhan ra flexible time table hunchha. Tara haani ko roopma internet ra device ko access na hune, ra shikshak ra bidhyarthi ko bich direct interaction kam hunchha."
