category,instruction,context,question,response
translate,"Translate the given text from English language to Roman Nepali language.
",,"The large family gathered at their ancestral home to celebrate a special occasion. They cooked a variety of traditional dishes together in the big kitchen, shared stories about their childhood, and took photos in the garden to remember the happy day.","Thulo parivaar afno purano ghar ma ek vishesh mauka manaauna jamma bhae. Uniharu thulo bhansa ghar ma saath ma bibhinna paramparik khana banaye, bachpan ko katha haru sathmaa share garda ra bagaincha ma photo khichera khushi ko din lai samjhana rakhe."
RAG,Answer the following question by looking at the context if context is given.,"GadgetShop, Birgunj, Ganesh Chowk ma smart TVs, Bluetooth speakers, ra gaming accessories available chha. Aaileko festive sale ma Bluetooth speakers ma 12% discount cha.",Bluetooth speakers ma festive discount cha?,Aaileko festive sale ma Bluetooth speakers ma 12% discount cha.
translate,Translate the text below from Nepali to English:, ,Prabidhiko drut pragati le samaj ma dherai ramro ra naramro prabhav haru paryaucha.,The rapid advancement of technology has both positive and negative impacts on society.
translate,Translate the text below from English to Nepali:, ,"Football is a sport that brings out the best in people. It teaches resilience, determination, and the importance of never giving up.","Football ek yasto sport ho jasle mancheharu maa best janmauchha. Yo resilience, determination, ra kadai pani haarna nahune bhawna sikauunchha."
RAG,Answer the following question by looking at the context if context is given.,"Smart Solutions Nepal, Itahari-7, Traffic Line ma sabai budget laptops ra gaming accessories ko special discounts monthly change garincha.",Special discounts kahile update huncha?,Monthly change garincha.
translate,"Translate the given text from English language to Roman Nepali Language language.
",,"The scientist spent years researching a cure for the disease, dedicating every waking moment to the lab.","Scientist le rog ko upchar khojna barsa bitayo, harek jaga huney bela laboratory ma samarpit garyo."
open_qa,You are a helpful assistant. Answer the given user question.,,Pan card ko form kasari bharne?,"Tax office ko website ma gayera form download garne, sabai details bharera submit garne."
RAG,Answer the following question by looking at the context if context is given.,"Nepal ko prasiddha traditional attire Daura Suruwal ho, jo purano Nepali dress ho. Daura Suruwal, purano samay ma raja haru ra aristocrats le pehenncha.",Nepal ko prasiddha traditional attire k ho?,"Daura Suruwal, Nepal ko prasiddha traditional attire ho."
RAG,Answer the following question by looking at the context if context is given.,"Hamro platform le safe ra secure payment gateway ko bebasta gareko chha, jasle users lai payment ko bela surakshit feel garna madad garcha. Visa, MasterCard, Khalti, eSewa jasta payment options upalabdha chhan. Hamro system ma SSL encryption ko upyog garincha, jasle data lai secure rakhchha.",Hamro platform ma kun kun payment options available chhan?,"Visa, MasterCard, Khalti, eSewa jasta payment options available chhan."
RAG,Answer the following question by looking at the context if context is given.,"Nepal ko sabai bhanda badi jilla Rupandehi ho. Yo jilla Lumbini pradesh ma sthit cha, ra manavi hakko sanrakshan ko lagi prasiddha cha.",Nepal ko sabai bhanda badi jilla kahan cha?,Nepal ko sabai bhanda badi jilla Rupandehi ho.
RAG,Answer the following question by looking at the context if context is given.,"Nepal Electronics Store ma smartphone, laptop, ra accessories haru upalabdha chhan. Dashain ma smartphone ma 15% discount cha.",Tapaiko store ma Dashain sale ko smartphone discount kati ho?,Dashain ma smartphone ma 15% discount cha.
translate,Translate the text below from Nepali to English:, ,Aaja mero ghar ma sabai sanga milera khana khayeko thiye. Kati ramro lagcha yaar family sanga basna.,Today I ate food with everyone at home. It feels so good to be with family.
translate,Translate the text below from Nepali to English:, ,Subha prabhat!,Good morning!
translate,Translate the text below from English to Nepali:, ,"Today I’m feeling a bit down, I don’t know why. Maybe it’s because of office stress. But I’m finding it hard to handle my emotions. I can’t even share things with anyone; some things just have to be kept to myself. Life has so many ups and downs.","Aajai ali down feel vairako xu, kina thaxaina. Maybe tyo office ko stress le garda hola. Tara malai afno emotions handle garna ali garo vairako xa. Kura kasaiko sath ma share garna ni sakina, kei kura haru afai ma simayera basnu parxa. Life ma kati kati ups and downs aauxa ni."
RAG,Answer the following question by looking at the context if context is given.,Product return garna 7 days ko within ma garnu parcha. Product unused ra original packaging ma huna parcha. Return garda invoice ra product satha return form bharnu parcha. Return approve bhaye pachi refund process hunchha.,Store ma product return garna kati din ko within ma garnu parcha?,7 days ko within ma return garnu parcha. Product unused ra original packaging ma huna parcha.
open_qa,You are a helpful assistant. Answer the given user question.,,Online reading ke ko lagi ramro cha?,"Online reading ko lagi Kindle ya Nepali E-Library try garna sakchhau, dherai books available huncha."
RAG,Answer the following question by looking at the context if context is given.,Hamro shop ko location Lalitpur ko Patan Durbar Square ma cha ra yo Patan Durbar Square vanda 7 minutes walk tadha xa. Yaha art items ra handmade sculptures haru milcha.,Hamro shop ko location kahaan cha?,Hamro shop ko location Lalitpur ko Patan Durbar Square ma cha ra yo Patan Durbar Square vanda 7 minutes walk tadha xa.
translate,Translate the text below from Nepali to English:, ,AI le food safety improve garna use hudai chha. Machine learning algorithms le food production processes ko data analyze garna sakchhan contamination detect garna ra safety standards ko compliance ensure garna.,AI is being used to improve food safety. Machine learning algorithms can analyze data from food production processes to detect contamination and ensure compliance with safety standards.
translate,"Translate the given text from Roman Nepali language to English language.
",,kina tension linchau?,Why do you stress out?
RAG,Answer the following question by looking at the context if context is given.,"Gadget House ma affordable smartphones, fitness trackers, ra power banks available chhan. Summer sale ma fitness trackers ma 10% discount cha.",Hajurko fitness trackers ma summer sale ma kati discount cha?,Summer sale ma fitness trackers ma 10% discount cha.
summary,Summarize the following text:,,Pokhara ma ek din samudayik program ma sabai sathiharu sanga taal ko ramailo kura ra dherai sanskriti geet gaye. Yo program le purano mitrata jhagayo.,Pokhara program le taal ra geet ko madhyam bata mitrata jhagayo.
open_qa,You are a helpful assistant. Answer the given user question.,,Nepali gramin kshetra ma ek prasiddha fasal ra tyo fasal ko mahatwa lekhnu.,"Maize (Makai) Nepali gramin kshetra ko ek prasiddha fasal ho, jun le gramin arthavyavastha ma mahatwapurna yogdan dincha."
translate,"Translate the given text from English language to Roman Nepali Language language.
",,"In the quiet village, children played in the open fields, their laughter echoing through the hills.","Ekdam shanta gau ma, ketaketi haru khula khetma khelthe, uniharu ko haas ko awaj pahad ma gunjiyeko thiyo."
translate,Translate the text below from Nepali to English:, ,Music le manushya ko creativity lai unlock garcha ra new ideas dincha.,Music unlocks creativity and provides new ideas.
translate,Translate the text below from Nepali to English:, ,Music le manushya ko life ma positivity ra hope dincha.,Music brings positivity and hope to life.
summary,Summarize the following text:,,Bhaktapur ko juju dhau tyo thau ko mishrit mitho dish ho. Yo Nepali mulo sanskriti ko chhabi ho.,Bhaktapur ko juju dhau mishrit mitho dish ho.
RAG,Answer the following question by looking at the context if context is given.,"Smart Buy Nepal ma gaming consoles, tablets, ra wireless earbuds ko collection chha. New Year sale ma tablets ma 10% discount cha.",Tapai haru ko store ma New Year ma tablets ko offer cha?,New Year sale ma tablets ma 10% discount cha.
translate,Translate the text below from English to Nepali:, ,"I really love hiking, especially in those green forests. Last week, I went to Shivapuri, and it was amazing. Nature really freshens up the mind.","Malai ta hiking garna dherai man parxa, especially tyo green forest haru ma. Last week ma Shivapuri gako thiye, dherai ramro lagyo. Nature le ta mind lai fresh nai garidinxa."
translate,"Translate the given text from Roman Nepali language to English language.
",,aaja office ma team bonding activities ekdam fun thiyo. maile chai collaboration ma kasari efficiently kaam garna sakcha bhanera sikhe.,Today's team bonding activities at the office were so much fun. I learned how we can collaborate efficiently.
RAG,Answer the following question by looking at the context if context is given.,"Tech World, Kathmandu ma abaileko festive season ma mobile phones ra headphones ma 5% discount cha. Yo offer sabai products ma apply garcha.",Headphones ma discount cha?,Headphones ma festive season offer ma 5% discount cha.
RAG,Answer the following question by looking at the context if context is given.,Hamro platform ma QR code scan system fully integrated cha. eSewa wallet use garera PIN verify pachi payment garna milcha.,QR code le esewa bata payment garna milcha?,"Hajur, QR code le esewa bata payment garna milcha."
RAG,Answer the following question by looking at the context if context is given.,"Nepal ko sabai bhanda prasiddha dance Newari dance ho, jo Kathmandu Valley ko Newar community ma lokpriya cha. Newari dance, jaha loksanskritik aur dharmik pradarshan garincha, Nepal ko cultural virasat ko ek mahatvapurn hissa ho. Newari dance ma anek rang-birangi ra raag haru ko mishran garincha, jaha raaj ra kala ko mel-holcha.",Nepal ko sabai bhanda prasiddha dance k ho?,"Newari dance, Nepal ko sabai bhanda prasiddha dance ho, jaha loksanskritik aur dharmik karyakram haru ko anubhav garne avasara milcha."
translate,Translate the text below from English to Nepali:, ,"Today I bought a new toy for my pet cat, and she loved it. Cats are so cute; I have a special bond with them.","Aajai maile mero pet cat lai new toy kineko xu, usle ta dherai maja payo. Cats haru ta ekdamai cute hunxan, malai ta uniharu sanga bond nai arko xa."
RAG,Answer the following question by looking at the context if context is given.,"Category: Fitness Equipment, Brand: PowerMax, Model: TDA-230, Description: Motorized treadmill with incline adjustment, Price: Rs. 60,000",PowerMax TDA-230 treadmill ko price k ho?,"PowerMax TDA-230 treadmill ko price Rs. 60,000 ho. Isma motorized incline adjustment feature cha."
open_qa,You are a helpful assistant. Answer the given user question.,,Nepali festivals ko history kasari sikne?,"Festivals ko history sikna elders sanga kura garne, books padne ani cultural events attend garne parcha."
RAG,Answer the following question by looking at the context if context is given.,"Category: Air Conditioner, Brand: Voltas, Model: 1 Ton, Description: 1-ton cooling capacity, 3-star energy rating, Price: Rs. 35,000",Voltas 1 ton air conditioner ko dam kati cha?,"Voltas 1 ton air conditioner ko dam Rs. 35,000 cha. Isma 3-star energy efficiency ra 1-ton cooling capacity cha."
